,clean,perturbed,legibility_score,legible,predicted,batch
3,warrior,wǎrrīor,2.0342464,,warrior,11
4,graphical,ġrapḥicaḷ,4.5080647,True,graphic,11
0,highlights,MIҁhïIҁh߁ɘ,-2.7768366,False,memory,12
1,evaluated,eͮalᵤatĕđ,-0.96180266,,elephant,12
2,mating,ωǎtihg,-1.2296817,,hiking,12
3,stuffed,ᴈtuff⋷ᴐ,-1.247258,False,stuff,12
4,blended,bĺǝnded,1.4320154,,bound,12
0,quick,quicѥ,2.049774,,quick,13
1,guinea,guinea,4.6887665,,guinea pig,13
2,kennedy,қȢhnedy,0.91909385,,honesty,13
3,london,londǭn,3.1959112,,London,13
4,metallic,metallℑℂ,0.63478994,,metals,13
0,thru,thrų,3.7248716,,throw,14
1,listen,℔isten,0.5065214,,listen,14
2,structures,sƭructureß,2.204834,,structure,14
3,meetings,meet≀ng౩,0.2464537,False,meeting,14
4,viewpicture,ṿḹewpicߟurნ,0.23528196,False,photograph,14
0,livecam,ɬivɛcam,2.4413865,,camera,15
1,algorithms,algoritₕms,1.9824009,,algorithm,15
2,primary,ₚrℑmarý,-1.1854274,,marathon,15
3,mild,mĩld,2.7691538,,mild,15
4,venture,venturè,3.854324,,venture,15
0,tanzania,tařzarǐä,-0.5364239,,tarzan,16
1,integrate,integrate,4.953435,,integrate,16
2,monica,monica,4.686416,,monica,16
3,rising,risin⒊,-0.40556905,False,rise,16
4,medicine,meϋīεine,-1.4044979,,mine,16
0,price,pŗice,4.8622055,,price,17
1,sweden,ſᴡȅden,-1.1846162,,sedentary,17
2,deleted,deᶫeted,1.9457184,,determined,17
3,complaints,conplaints,4.955394,True,complaints,17
4,efforts,efᵎoᴻts,-1.5578337,False,efforts,17
0,function,fuлotion,2.0598884,,function,18
1,echo,ëcոɛ,1.4026899,,ecosystem,18
2,wallet,wāllet,4.3355403,,wallet,18
3,library,ℹibrary,2.6846092,True,library,18
4,challenges,cha1ˎeĥges,1.3281373,,challenges,18
0,highlighted,ņ1gņl1ghιͼo,-1.3490106,False,lonely,19
1,simultaneously,siᶆultanȅously,2.7162364,,suddenly,19
2,parents,p⊟⳾ḙիłs,-2.8703523,False,please,19
3,replaces,ʙeŲìaces,-2.628075,,beaches,19
4,shōnen,shԀren,4.468978,,shrine,19
0,pack,paƈk,2.0257819,,pack,20
1,reason,rөasɞŉ,0.2547679,,roast,20
2,mobile,mobïịϾ,-1.8637944,True,mobile,20
3,speak,speaᴋ,3.7410226,,speak,20
4,wiltshire,wiífshirϲ,1.6404384,,whisper,20
0,forward,forШэñԀ,-1.6259475,,forsaken,21
1,moderators,moderatcñs,2.211452,,moderately,21
2,assurance,aśԍūrancʚ,0.5108988,,overran,21
3,publicly,pϋblicly,2.7862694,,publicly,21
4,from,ߟroᲅ,1.5231017,False,broken,21
0,extent,⋼xtenţ,1.4527476,False,extent,22
1,tablet,tablet,4.813442,,table,22
2,circumstances,ćircϋmҙʈặḣces,1.8071055,False,circumstances,22
3,organisation,oɾgåƞĩsãtiòn,0.41903442,,organization,22
4,indefatigable,iղdefᾼᶂΙǥablẹ,0.93293935,,definition,22
0,legislation,legislation,4.745655,True,law,23
1,vector,ธectọr,0.6460338,True,thought,23
2,score,scอre,0.89960897,,score,23
3,nail,nail,4.730531,,nail,23
4,contrast,contrast,4.913942,True,contrast,23
0,arising,aԻisinǧ,4.204556,True,analysis,24
1,worth,⋓மrth,0.043997172,False,mirth,24
2,starsmerchant,ⳄtaᥒⳄm⍷ᥒchaṛt,-0.43181294,False,technology,24
3,television,televīsioó,2.0301569,,television,24
4,install,ĺnsίall,1.9403484,,national,24
0,associate,ảşşọçìaȶe,2.3865585,False,assistant,25
1,work,worₖ,3.0695236,,work,25
2,scared,ӛόɞґed,-2.9305422,,organized,25
3,parliament,ρȧrɭiȧʍẹnt,3.994271,True,research,25
4,debate,dөԑate,1.4950407,,date,25
0,basically,baₛǐcᶏlly,2.007468,,bicycle,26
1,offline,ɛffɬiȓe,-0.45918345,,efficiency,26
2,gothic,ĝoŧḥĩc,0.69588697,,ghostly,26
3,gnome,ჽᶇɵԽe,-2.4996908,False,ethiopian,26
4,usps,usps,4.606383,,United States Postal Service,26
0,networks,netwõrkṥ,2.3280623,,network,27
1,coating,coäting,4.3253407,,coating,27
2,projectors,proἰect▢ȓs,1.9606987,True,project,27
3,unless,unleɵs,1.0857382,,unleash,27
4,branches,bràñcₕӭs,-1.547545,,branches,27
0,invest,iṉvešt,3.457341,,invest,28
1,tomatoes,ťoɱͣtöes,0.6924969,,thoughts,28
2,syndication,syndicatⅰon,4.2411547,True,syndicate,28
3,efficiency,ef╇i⒍ieɷcᭈ,-2.0921009,False,efficiency,28
4,demonstrates,ΌemonᎦtrѲtes,0.9528795,False,emotions,28
0,papua,päþua,0.333054,,pathway,29
1,sexuality,sexuàlity,4.184757,,sexuality,29
2,steering,sճeehïng,-0.84485024,,smiling,29
3,disciplines,disεipiiћes,2.9326897,,disappears,29
4,vacancies,vacancies,4.9102035,,vacancies,29
0,killer,kɬǽleň,0.39610896,,knowledge,30
1,indicator,ïndïcaƪoԦ,-0.41375244,,indicate,30
2,mobile,mobile,4.593976,,mobile,30
3,dawn,daʍn,3.0595624,,don't,30
4,pocket,ᵽöcₖet,-1.1926252,,correct,30
0,banned,baᶇnʚd,0.91234183,,banana,31
1,clark,cℹ⒍ɿᜥ,-3.2365394,False,crocodile,31
2,iowa,ıoѱa,-1.1366948,,ocean,31
3,homes,hømes,0.966651,,homes,31
4,allocated,aǁlocatƽd,1.0157664,,allocated,31
0,chargé,óŉarɡз,-2.7858894,,organize,32
1,aurora,auŕora,3.331618,,aura,32
2,chamber,cӊamber,1.8547854,True,amber,32
3,thriller,fhгḯ⥙⥙éг,-0.49771366,True,foggy,32
4,subscriptions,subscriᎠߟḹons,1.1092036,True,subscriptions,32
0,sake,sakє,4.90429,True,sake,33
1,barbara,barḇara,3.5007203,False,barbara,33
2,vector,vĕötor,1.2000288,,victor,33
3,needle,ʀeea;c,-2.2707918,,reece,33
4,costumes,coႽtumes,4.403319,True,costumes,33
0,burns,zuԻгs,-0.67059946,,dogs,34
1,neil,ñɵīl,0.1696724,,nails,34
2,swiss,sʍչɘο,-2.9190037,,arms,34
3,bibliography,oibllogʀǎșhǥ,0.4346837,,obligations,34
4,dedicated,dӫdloated,-0.005455841,,diluted,34
0,idea,ŀdea,-1.274819,,idea,35
1,draws,ɗraws,4.522664,,raws,35
2,advert,ǡdvĕrt,2.4912722,,devoted,35
3,update,ưpdåtĕ,0.35339305,,updatable,35
4,hosting,րosߙing,2.721564,False,roaring,35
0,appearance,ะₚpĕࠡraᶇcé,-0.74712497,,apartment,36
1,sandy,sañdN,0.91617924,,sand,36
2,husband,ʱūsbaƞɗ,-0.49386674,,usable,36
3,salaries,šalarīés,2.0298295,,shallow,36
4,dispatched,dispatɞhëa,2.481234,,dispatch,36
0,addition,addition,4.8582196,,addition,37
1,porter,pͻὴtếὴ,-1.8078672,False,petition,37
2,phrases,ƥhrases,4.791952,,phrases,37
3,robbie,robbľe,1.4337521,True,robbery,37
4,environmental,ɞnvịronʍental,3.94706,True,mental,37
0,offensive,⩂ffenຣᶖve,2.3742242,True,information,38
1,exam,exam,4.729838,,exam,38
2,unto,uɳţo,4.1074185,,out,38
3,repository,rėpository,4.288991,False,repository,38
4,sailing,saǐɫiпM,-1.368543,,similar,38
0,papua,paṕua,3.2329612,False,puppy,39
1,teaching,tèachiɳg,3.1094983,,teacher,39
2,marvel,ϖarveí,-1.687821,,warrior,39
3,forums,ḟoŕūms,3.2277646,,humans,39
4,enrolled,Ͼกrolled,2.7839043,False,rolled,39
0,registry,reɢistry,0.8577886,,registry,40
1,sure,suոe,4.787268,False,so,40
2,remedy,rémₑďy,2.2889016,,remedy,40
3,benchmark,behchmdrk,4.718496,,behavior,40
4,referrals,referɍáĺs,4.227627,,referrals,40
0,double,doubᶅe,3.6467543,True,doubt,41
1,arising,ǎriᶊȉňg,2.689698,,airplane,41
2,hunt,ʜuňt,-0.6273462,,hunt,41
3,appraisal,⫇ppr⫇ḹṣal,-0.7995291,False,popular,41
4,entrepreneur,entrėǫrereuɾ,2.8126514,,entrepreneur,41
0,rehabilitation,пehabiIѕtaƫioƃ,0.5701335,,habit,42
1,ecology,ԐcⴘloԶy,-0.39519796,False,colony,42
2,german,german,4.9180303,,Germany,42
3,governmental,goveᥒnտ⍷ṛ߅ai,1.2462813,False,government,42
4,listing,ǻisǆing,-1.8788061,,growing,42
0,chicken,chicken,4.741935,,chicken,43
1,data,dǟtȁ,1.9536377,,date,43
2,queue,qūede,1.7294722,,quoted,43
3,women,wòmϵn,1.8521874,,woman,43
4,islands,islandⵒ,3.2333872,True,island,43
0,chargers,charɕers,3.408171,False,characters,44
1,replication,hɘplication,1.5675659,,happiness,44
2,sentence,sӫοtɵювн,-2.703913,,situation,44
3,batch,оätɛh,-1.9699084,,oath,44
4,staying,śtäýing,3.889288,,staying,44
0,contractor,çontraℂtǒŕ,2.831136,,contrast,45
1,scanning,ϛეãᒋᒋⅰᒋg,-1.651794,False,genetic,45
2,sacramento,εѳọᴘѳ⊞ento,-2.8391135,False,entrepreneur,45
3,claire,claiπɵ,0.12121621,,clay,45
4,rich,riℂh,2.1374755,,rich,45
0,prerequisite,Цrereȡuisiǆe,-0.21830823,,create,46
1,manufacturers,Ӝanufacturɛrӛ,1.6722087,,manufacturer,46
2,consist,consìst,3.023566,,consistency,46
3,crest,qŕesⰀ,-1.7847211,False,quotes,46
4,subscriber,ṩuϸṩcriϸëԻ,2.3615904,True,clarity,46
0,understood,underₛtood,2.800408,,understood,47
1,beverage,bêveɾaℊe,0.43111476,,behave,47
2,arrested,arrest⋾d,3.2322452,False,arrested,47
3,proven,ῤrὀⰼen,0.76605934,False,renowned,47
4,cancelled,cancelleđ,4.649516,,canceled,47
0,photographer,րcotograҫhɵr,2.2915869,,photograph,48
1,women,wɛmen,3.887362,,women,48
2,authorized,aϋͲhoriƶed,0.7885119,,organized,48
3,watched,watcheɹ,1.0089505,,watcher,48
4,incompatible,incoտpăʕibǽɜ,-0.8177472,,international,48
0,upset,υȿset,3.1948404,,set,49
1,uganda,ȗℊandå,-1.8678136,,and,49
2,estimate,eəƭĺɱƨtԑ,-1.0928687,,eat,49
3,davis,davìs,3.3431604,,dive,49
4,clark,claʙk,1.0446709,,click,49
0,bike,ņi৸e,-2.6258864,False,nice,50
1,rubber,ruէbᏼr,0.592009,False,rubber,50
2,modified,modľˑièd,-0.06112748,,modelled,50
3,fits,fitԍ,0.87437254,False,fit,50
4,doll,dol℔,0.061389513,,doll,50
0,turns,ŧùrns,2.8702981,,Turns,51
1,circuits,circuitₛ,4.163679,,Circuit,51
2,publication,publicàₜiòn,1.6052123,,Publication,51
3,slave,sʟaͮe,0.34006828,,Slay,51
4,organisation,orஐSറiⵒatÏ□n,-2.553941,False,Organization,51
0,rose,roفe,-1.0403858,True,rove,52
1,garmin,Mȧrmɬɾ,-2.2693696,,marmor,52
2,dedicated,dedicațed,4.7792687,,dedicated,52
3,sake,sake,4.9944587,,sake,52
4,trustees,trᥧ౩tθes,-1.732127,False,travel,52
0,located,ŀocâted,1.5616816,,Written,53
1,yoga,ÿoga,1.9318148,,Yoga,53
2,quick,quĭɪѨ,-1.715365,,Quiet,53
3,shake,shakԑ,4.5946116,,Shake,53
4,hope,hoₚe,-0.19950804,,Home,53
0,gravity,ġrǡvity,4.291467,,gravity,54
1,apollo,apollo,4.125261,,Apollo,54
2,establishes,eۆtabliઠẖеṣ,-2.0447795,,ability,54
3,hull,hull,4.6576204,True,hull,54
4,applies,apₚlies,1.7829074,,applies,54
0,fruits,├ᵣᵤɭts,-1.0333223,False,computers,55
1,cellular,ḉȇllǖ།ăr,0.0069330647,True,library,55
2,ongoing,onգò⥙ῃg,-2.7038515,False,organization,55
3,notebook,noₜebook,1.9403151,,novel,55
4,influences,influĕnces,2.1483445,,influences,55
0,fairfield,fзiƶ˕ield,0.063061714,,field,56
1,sure,ᶊuᣗe,1.975457,True,you,56
2,animals,āniₘaɭš,1.5674907,,any,56
3,cancelled,cańcₑlɭed,2.5816638,,canceled,56
4,relocation,relocatïon,3.2028134,,relocation,56
0,boring,℔oring,0.09444355,,ringing,57
1,moscow,moscow,4.5872397,True,Moscow,57
2,interval,inₜerval,3.269209,,interval,57
3,which,ᴡhiℂh,-0.355008,,whisper,57
4,package,pacʞåge,1.8693161,,package,57
0,hacker,hac❲Ǥr,-0.5416845,False,hacker,58
1,analyze,analᶌze,3.0594976,False,analysis,58
2,opening,ôpₑñiñg,0.6483067,,opening,58
3,lookup,lⳳⳳk⋃ȵ,-2.7875893,False,locksmith,58
4,replacing,reơlàcîn⅁,-1.9389802,False,relocation,58
0,portsmouth,Цoŉtɨmбuǂh,-1.7105051,,computer,59
1,quick,q∪iᴄḵ,3.0842943,True,quick,59
2,emissions,ȩmiȿȿᶖonȿ,4.1871214,True,animals,59
3,marijuana,⊞ѳᴘijuana,-0.64001626,False,marijuana,59
4,substitute,substituſe,2.3333972,True,substitute,59
0,success,success,4.8620744,,success,60
1,boss,boᴐs,-0.49864033,True,boys,60
2,hope,hopӫ,0.009292407,,hope,60
3,drama,draҧa,1.2973883,True,draw,60
4,surprised,suɼpɼiseḏ,4.259282,True,suprise,60
0,bits,biճs,-0.9854522,False,bikes,61
1,senior,sӫnion,2.3677416,,sunshine,61
2,anne,ᴀnnࠜ,-2.876275,,announce,61
3,dawn,daϥn,1.3478547,,danger,61
4,stick,štìck,3.0053358,,stick,61
0,potter,potter,4.785601,True,potter,62
1,venture,venʈuɼe,4.2763577,True,venue,62
2,high,hIǵh,1.8689907,,high,62
3,loan,lᴗǎƞ,-0.60102725,,long,62
4,directed,ďirecteɗ,4.328604,,direct,62
0,scan,soȧɾ,-1.7924926,,soar,63
1,vera,verӭ,0.64116037,,verve,63
2,reliance,ԦeìIaĥce,-1.67204,,jealousy,63
3,sound,ԍcǚnd,-2.1572526,,condense,63
4,chassis,õhaɢsáɜ,-1.2893353,,ohana,63
0,type,tӴpe,-0.3375309,,type,64
1,form,㎌orɱ,-1.5746468,,order,64
2,recommend,ηeӧөmmᏼnd,-0.679199,False,emendment,64
3,africa,a㎌riℂa,-1.5904709,,aircraft,64
4,wool,wooī,0.8011786,,woof,64
0,occupation,ocϲụṗȧti໐n,3.8391883,True,octagon,65
1,year,yeaȓ,2.4855328,,year,65
2,password,passẉoɾđ,3.6924264,,passport,65
3,snap,snap,4.9051805,,snake,65
4,proxy,pɼoxy,4.6364975,,proxy,65
0,interested,interested,4.8179746,,interested,66
1,evans,êvã¤ɜ,-2.6762362,,evil,66
2,moderators,moderatorſ,2.569823,,moderator,66
3,missouri,Խissouri,1.5405228,,hissory,66
4,tablet,ƚāblēƚ,1.2162569,True,able,66
0,then,ₜₕen,-0.42165,,pen,67
1,sellers,sɛìlɛϧs,-1.3681611,,silence,67
2,portsmouth,portͼmouth,3.7927704,,mouth,67
3,price,pʳỊce,0.9623143,True,piece,67
4,sides,sides,4.8941526,False,side,67
0,occupation,occǚpaτion,2.5709636,,occupation,68
1,lounge,loūnge,2.5398672,,lounge,68
2,buttons,ᥲuťt⍴ᒉៜ,-1.7459816,False,computer,68
3,rose,rosɛ,4.6468205,,rose,68
4,efforts,ȅffocts,2.0736384,,affects,68
0,nail,naḯl,2.1411963,False,nail,69
1,ethics,ēthics,3.871378,,ethics,69
2,unconventional,unconvɛbtional,4.7788715,,unconventional,69
3,lamb,ļamb,4.639623,,lamb,69
4,plan,ρшān,-0.78818715,,shan,69
0,only,onlӌ,4.527255,True,only,70
1,similarly,sīmilarly,4.8780355,,similarly,70
2,isle,isle,5.0082426,True,island,70
3,painting,páiⱨₜIⱨḆ,-2.497525,True,painting,70
4,shōnen,ͼhūnen,-0.8336676,,hundred,70
0,destiny,desti⊓ฉ,0.6289904,False,destiny,71
1,pulse,ₚulſe,-1.4681631,,elephant,71
2,tongue,tongue,4.994999,True,tongue,71
3,fujitsu,fûjítɐu,1.2200613,,fruit,71
4,wellington,wellington,4.631194,True,Wellington,71
0,disposition,ǎiʛЦosition,-1.3073952,,position,72
1,bubbles,ʙubbleᷤ,-1.3610039,,bubble,72
2,fatal,Ŧatal,2.3038955,False,talent,72
3,temperatures,ƚ⊆ՊDe⌠äƚu⌠⊆ຣ,-2.8111286,False,development,72
4,having,пaҩͽǹg,-1.8761381,,package,72
0,determine,ơetərminə,1.1942284,True,terminate,73
1,subscriber,subӟcrḭber,2.2123482,False,subscriber,73
2,cellular,cмΊlulaг,-0.23982175,,computer,73
3,cinéma,cⲓnеռa,1.427399,,camera,73
4,wordpress,mċɾdpress,1.9193933,,pressure,73
0,suited,ₛuited,1.4308926,,suited,74
1,completed,єɓψpletєǒ,-1.5200024,,pleased,74
2,needle,need1e,3.0619762,False,needs,74
3,dawn,daώn,1.1422237,,don,74
4,leads,lɘaԛs,-2.4457772,False,laws,74
0,input,inₚut,0.16563784,,inuit,75
1,hope,hopē,2.1084075,,hope,75
2,conditioning,coḥditỊoninϐ,1.5145707,False,convention,75
3,speaks,speaks,4.8319125,,speak,75
4,islamic,iᵴ⥕amic,4.445749,True,immigrant,75
0,carlo,car↥ọ,0.43653387,True,car,76
1,lange,laⁿge,2.3953178,,large,76
2,longitude,lơᶇĝitߎde,1.1444579,,language,76
3,estimate,ĕstiɰāͭe,-0.74892443,,establish,76
4,listen,lišŧᶒn,3.4518313,False,listen,76
0,allied,ɐ℔ĺied,-1.0178623,,educated,77
1,investigated,ỉnⰼeᴈḟiჷaḟḙɑ,-2.2616205,False,international,77
2,jeremy,jeremy,4.781648,,Jeremy,77
3,trial,ŧᛚiѳl,-1.0111884,False,ethical,77
4,pitch,pitcɦ,1.8958555,False,pitch,77
0,silk,si⎫k,1.7722361,False,sick,78
1,upset,uᵽsĕt,0.42679444,,set,78
2,austin,ȁūsƫin,3.565344,,sin,78
3,work,ԝork,4.7220736,True,work,78
4,guitar,guiₜar,4.4807324,,guitar,78
0,tours,touɐs,2.8449962,,tours,79
1,playing,pḷәyїng,3.1742585,True,playing,79
2,vitamin,vitaϖin,0.41229925,,winning,79
3,locale,ȴocalȅ,1.83849,,local,79
4,cisco,cisco,4.898865,True,Cisco,79
0,liable,liaоÌė,-1.2505965,,liaison,80
1,invest,iᴺveßt,-0.52458763,,impressed,80
2,treated,treaǂėd,2.9352973,,treated,80
3,modifications,ϖƨdifĭcӫtΙons,-0.6408028,,difficulties,80
4,bubbles,buᴃbles,0.35452154,,bubbles,80
0,focuses,㎌ocūſèś,-2.1777585,,computer,81
1,euros,eԀroӛ,-2.3392806,,error,81
2,registry,reġistrẏ,4.7750683,True,register,81
3,arrested,arϧested,1.346399,,estimated,81
4,costs,ᴄơsts,0.8041921,,costs,81
0,moderators,móūěrâtōrƽ,-0.6482285,,monitor,82
1,felt,fel֏,0.74484354,True,feel,82
2,stuffed,stůᥣfed,0.6409436,False,studied,82
3,guinea,ჷuiṉea,-1.8687904,False,university,82
4,reliance,reliãԦϭe,-0.12684846,,reliable,82
0,desert,deɔʙrɩ,-1.4021837,,deferral,83
1,forums,]ȯrums,1.8237932,,rumors,83
2,wool,wǿol,0.356728,,wool,83
3,diagnostic,dĭƨgnɐstic,1.2945557,,diagnostic,83
4,distant,Ɔis℄ɜกt,-1.5895871,True,apples,83
0,podcast,ҏodċasƫ,1.1719806,,bodies,84
1,preparation,qreҏara˅iȱя,-0.31748196,,quality,84
2,helping,helpiǹg,3.7399943,True,help,84
3,desert,dєsɵrt,3.8915231,,desert,84
4,disputes,dិspuᵗes,1.9484076,,dispose,84
0,queens,⒬ueeňs,0.56153315,,beautiful,85
1,administered,adПiກisḟerᏼd,1.7619511,True,advice,85
2,abandoned,âbandøⁿed,1.3412373,,abandoned,85
3,step,ↄẜềp,-2.725281,False,apartment,85
4,thru,łhrԝ,0.26503196,False,lion,85
0,protective,protecƭi㏞e,0.49674207,,protective,86
1,jelsoft,ĵelsoft,4.1368785,,software,86
2,legislation,ïėgiəlɑίiən,0.1550614,,geology,86
3,situation,siŧύaΐion,2.3899589,,history,86
4,quantity,ӆǙaмtɢtɏ,-2.3851397,,amendment,86
0,recreational,rɵcreatiɒnaӀ,1.1258492,,recreation,87
1,assistance,assҋstǎnce,2.0861652,,assistance,87
2,hotmail,ɦoʥɰdϫ˰,-2.491376,,hospitality,87
3,sink,sinѥ,0.65441847,,sinister,87
4,lifestyle,lifestyle,4.6683807,True,lifestyle,87
0,nepal,nepal,4.641581,,Nepal,88
1,stayed,stayeḓ,3.9779575,True,stay,88
2,spank,spanԟ,3.384341,,Spanish,88
3,tankōbon,tanⴽōḃǫn,-0.019999973,,tanning,88
4,advised,áḓɣїsẻḓ,3.0436587,True,singing,88
0,revenue,nвveըue,-0.9380203,False,new,89
1,anybody,anᦴᎠody,-1.3564065,False,annoying,89
2,marvel,marve℔,0.6465088,,marvel,89
3,gravity,gravity,4.8061166,,gravity,89
4,instruction,instrucⴕi□n,3.4803526,False,instructions,89
0,sanford,sәΝ╔ord,-0.6667867,,standard,90
1,oracle,oracĬe,0.5090732,,oracle,90
2,allocated,ẚlloоẚtөḏ,0.8631808,False,allot,90
3,easy,eȁsý,1.9122651,,essential,90
4,bride,brĮde,1.5840708,True,bridges,90
0,desert,dȅſǝʀt,-1.664519,,dart,91
1,forward,ʄoԻwȧԻԀ,2.7341297,True,bow,91
2,provision,pŕovℑsìon,0.14774148,,provision,91
3,instruments,insẗჁuᲅɘnẗs,2.6050253,True,information,91
4,memory,memory,4.728284,True,memory,91
0,experiencing,expeɛϫeԦcľŉϧ,-1.2065727,,experience,92
1,sharing,ŝhářїnᵹ,0.9239993,True,sharing,92
2,mortgage,⫪ԛr⤈ⱐage,-1.5927693,False,generation,92
3,confused,cønfưsed,0.8608005,,confused,92
4,superior,suĻeɛior,0.44745037,,superior,92
0,yeah,yeah,4.533819,True,yes,93
1,unleashed,unleөsheὰ,-0.048971213,,unleash,93
2,neon,ƞeon,1.8460944,,one,93
3,buttons,bũttṏnᷤ,0.24082276,,butter,93
4,gzip,gzip,4.5085783,True,gzip,93
0,modifications,mǫdificatiøns,1.6017388,,modifications,94
1,giant,ℊianₜ,-0.06055326,,information,94
2,effort,effort,4.8969483,True,effort,94
3,garmin,garmin,4.928027,True,Garmin,94
4,wrestling,wreⳄ߅liṛɃ,-0.7946515,False,wreath,94
0,analysis,ānalyвis,1.0518826,,analyze,95
1,creations,օⵤȩƋȶⅠОnՏ,0.24411249,False,analysis,95
2,critics,crƚtićs,2.246,,critics,95
3,chassis,०ħḂ౩౩≀౩,-3.2902102,False,history,95
4,function,fuߒction,1.0784079,,function,95
0,proof,prõof,3.2893493,False,proof,96
1,throat,throat,4.9782424,True,threat,96
2,roger,ɾoger,4.376615,,roger,96
3,packed,ₚåckĕȡ,-0.019594343,,acknowledge,96
4,principle,princḻple,3.7065797,True,principle,96
0,partial,parῑiắl,1.5281533,False,parallels,97
1,inherited,iὴhērḭtēd,2.4044917,True,heritage,97
2,expression,expressioŉ,2.9752374,,expressions,97
3,cellular,ceƚᶫuƚࠣr,-0.115139276,,creatures,97
4,certainty,cerṭaintҹ,2.7913337,,certainties,97
0,chosen,chosɜn,2.2979097,,choose,98
1,overseas,o㏞ĕrsȇas,-1.6100526,,organize,98
2,salaries,caleriếc,-0.23481156,True,calendar,98
3,cleveland,cӀḛᶢḛlẳnd,-0.99538594,True,computer,98
4,hotmail,ĥoţₘail,2.020604,,hotel,98
0,oldest,olᵭesţ,1.187369,,oldest,99
1,expressions,expɾessionₛ,3.0728424,,expression,99
2,apollo,Sҫ□ՂՂ□,-2.8439312,False,square,99
3,operate,oⱭeratʚ,-2.2055333,False,overrated,99
4,playing,plаying,4.7919884,True,playing,99
0,weapon,ע⫕aↄϽמ,-3.2588995,False,amazing,100
1,mambo,໙ӕmbƟ,-1.6147627,False,ambition,100
2,washing,ɸåʛhiґg,-2.066529,,aggressive,100
3,london,lonᶁo∩,4.073814,True,lonely,100
4,artificial,aԻtįficįȧɭ,4.5071006,True,attractive,100
0,heating,héǎǂing,1.1949929,,singing,101
1,moscow,mòscoШ,1.0852957,,mosquito,101
2,friendly,fṝïendly,2.6035788,False,friendly,101
3,valentine,ᶷàіәᴖtîᴖә,-2.4847896,False,international,101
4,analysis,ęnęʅᦴ♋⥠s,-2.4266026,False,environment,101
0,firm,fiηm,1.9054617,False,film,102
1,marijuana,ηarȴjuan8,-1.028066,False,journey,102
2,improving,impŕoʊiրM,-1.1463252,,improvement,102
